1 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 0, 1, 0 ]
1154 / 4950: [ 0, 0, 0, 1, 0 ], [ 0, 327, 40, 16 ]
1155 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 328, 40, 16 ]
1156 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 328, 40, 16 ]
1157 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 328, 40, 16 ]
1158 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 328, 40, 16 ]
1159 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 329, 40, 16 ]
1160 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 329, 40, 16 ]
1161 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 330, 40, 16 ]
1162 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 331, 40, 16 ]
1163 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 331, 41, 16 ]
1164 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 331, 41, 16 ]
1165 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 332, 41, 16 ]
1166 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 332, 41, 16 ]
1167 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 332, 41, 16 ]
1168 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 332, 41, 16 ]
1169 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 333, 41, 16 ]
1170 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 333, 41, 16 ]
1171 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 333, 41, 16 ]
1172 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 333, 41, 16 ]
1173 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 333, 41, 16 ]
1174 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 333, 41, 16 ]
1175 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 333, 41, 16 ]
1176 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 333, 41, 16 ]
1177 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 334, 41, 16 ]
1178 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 334, 41, 16 ]
1179 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 335, 41, 16 ]
1180 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 336, 41, 16 ]
1181 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 336, 41, 16 ]
1182 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 337, 41, 16 ]
1183 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 337, 41, 16 ]
1184 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 338, 41, 16 ]
1185 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 339, 41, 16 ]
1186 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 339, 41, 16 ]
1187 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 340, 41, 16 ]
1188 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 341, 41, 16 ]
1189 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 342, 41, 16 ]
1190 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 343, 41, 16 ]
1191 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 344, 41, 16 ]
1192 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 345, 41, 16 ]
1193 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 345, 41, 16 ]
1194 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 345, 41, 16 ]
1195 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 345, 41, 16 ]
1196 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 345, 41, 16 ]
1197 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 346, 41, 16 ]
1198 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 346, 41, 16 ]
1199 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 346, 41, 16 ]
1200 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 346, 41, 16 ]
1201 / 4950: [ 0, 3, 0, 1, 0 ], [ 0, 346, 41, 17 ]
1202 / 4950: [ 0, 3, 0, 1, 0 ], [ 0, 346, 41, 18 ]
1203 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 346, 42, 18 ]
1204 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 346, 42, 18 ]
1205 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 347, 42, 18 ]
1206 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 347, 42, 18 ]
1207 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 348, 42, 18 ]
1208 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 348, 42, 18 ]
1209 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 349, 42, 18 ]
1210 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 350, 42, 18 ]
1211 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 350, 42, 18 ]
1212 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 350, 42, 18 ]
1213 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 351, 42, 18 ]
1214 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 351, 42, 18 ]
1215 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 351, 42, 18 ]
1216 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 352, 42, 18 ]
1217 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 353, 42, 18 ]
1218 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 353, 42, 18 ]
1219 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 353, 42, 18 ]
1220 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 354, 42, 18 ]
1221 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 354, 42, 18 ]
1222 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 354, 43, 18 ]
1223 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 354, 43, 18 ]
1224 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 354, 43, 18 ]
1225 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 355, 43, 18 ]
1226 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 356, 43, 18 ]
1227 / 4950: [ 0, 0, 1, 0, 0 ], [ 0, 356, 43, 18 ]
1228 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 357, 43, 18 ]
1229 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 358, 43, 18 ]
1230 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 358, 43, 18 ]
1231 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 358, 43, 18 ]
1232 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 359, 43, 18 ]
1233 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 360, 43, 18 ]
1234 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 360, 43, 18 ]
1235 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 361, 43, 18 ]
1236 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 362, 43, 18 ]
1237 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 363, 43, 18 ]
1238 / 4950: [ 0, 1, 2, 0, 0 ], [ 0, 363, 43, 18 ]
1239 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 363, 43, 18 ]
1240 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 364, 43, 18 ]
1241 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 364, 43, 18 ]
1242 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 364, 43, 18 ]
1243 / 4950: [ 0, 1, 2, 0, 0 ], [ 0, 364, 43, 18 ]
1244 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1245 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1246 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1247 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1248 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1249 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1250 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1251 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1252 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 365, 43, 18 ]
1253 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 366, 43, 18 ]
1254 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 366, 43, 18 ]
1255 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 366, 43, 18 ]
1256 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 367, 43, 18 ]
1257 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 367, 43, 18 ]
1258 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 367, 43, 18 ]
1259 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 367, 43, 18 ]
1260 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1261 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1262 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1263 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1264 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1265 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1266 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1267 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1268 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 368, 43, 18 ]
1269 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 369, 43, 18 ]
1270 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 369, 43, 18 ]
1271 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 369, 43, 18 ]
1272 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 369, 43, 18 ]
1273 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 369, 43, 18 ]
1274 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 369, 43, 18 ]
1275 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 370, 43, 18 ]
1276 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 370, 43, 18 ]
1277 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 371, 43, 18 ]
1278 / 4950: [ 0, 1, 1, 0, 0 ], [ 0, 371, 43, 18 ]
1279 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 371, 43, 18 ]
1280 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 371, 43, 18 ]
1281 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 371, 43, 18 ]
1282 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 371, 44, 18 ]
1283 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 371, 44, 18 ]
1284 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 371, 44, 18 ]
1285 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 372, 44, 18 ]
1286 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 372, 44, 18 ]
1287 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 372, 44, 18 ]
1288 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 373, 44, 18 ]
1289 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 373, 44, 18 ]
1290 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 374, 44, 18 ]
1291 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 374, 44, 18 ]
1292 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 374, 44, 18 ]
1293 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 374, 44, 18 ]
1294 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 374, 44, 18 ]
1295 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 374, 44, 18 ]
1296 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 375, 44, 18 ]
1297 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 375, 44, 18 ]
1298 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 375, 44, 18 ]
1299 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 376, 44, 18 ]
1300 / 4950: [ 0, 2, 0, 2, 0 ], [ 0, 376, 44, 19 ]
1301 / 4950: [ 0, 3, 0, 1, 0 ], [ 0, 376, 44, 20 ]
1302 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 376, 44, 20 ]
1303 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1304 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1305 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1306 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1307 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1308 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1309 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1310 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1311 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1312 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1313 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1314 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 377, 44, 20 ]
1315 / 4950: [ 0, 1, 1, 0, 0 ], [ 0, 377, 44, 20 ]
1316 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 378, 44, 20 ]
1317 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 378, 44, 20 ]
1318 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 378, 44, 20 ]
1319 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 378, 44, 20 ]
1320 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 378, 44, 20 ]
1321 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 379, 44, 20 ]
1322 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 379, 44, 20 ]
1323 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 379, 44, 20 ]
1324 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 379, 44, 20 ]
1325 / 4950: [ 0, 1, 1, 0, 0 ], [ 0, 379, 44, 20 ]
1326 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 380, 44, 20 ]
1327 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 380, 44, 20 ]
1328 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 381, 44, 20 ]
1329 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 381, 44, 20 ]
1330 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 381, 44, 20 ]
1331 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 381, 44, 20 ]
1332 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 381, 44, 20 ]
1333 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 382, 44, 20 ]
1334 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 382, 44, 20 ]
1335 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 383, 44, 20 ]
1336 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 384, 44, 20 ]
1337 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 384, 44, 20 ]
1338 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 384, 44, 20 ]
1339 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 385, 44, 20 ]
1340 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 385, 44, 20 ]
1341 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 386, 44, 20 ]
1342 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 386, 44, 20 ]
1343 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 386, 44, 20 ]
1344 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 386, 44, 20 ]
1345 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 386, 44, 20 ]
1346 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 387, 44, 20 ]
1347 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 387, 44, 20 ]
1348 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 387, 44, 20 ]
1349 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 388, 44, 20 ]
1350 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 389, 44, 20 ]
1351 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 390, 44, 20 ]
1352 / 4950: [ 0, 3, 0, 1, 0 ], [ 0, 390, 44, 21 ]
1353 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 390, 44, 21 ]
1354 / 4950: [ 0, 0, 3, 0, 0 ], [ 0, 390, 44, 21 ]
1355 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 390, 44, 21 ]
1356 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1357 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1358 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1359 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1360 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1361 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1362 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1363 / 4950: [ 0, 1, 1, 0, 0 ], [ 0, 391, 44, 21 ]
1364 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1365 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1366 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 391, 44, 21 ]
1367 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 392, 44, 21 ]
1368 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 392, 44, 21 ]
1369 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 392, 44, 21 ]
1370 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 392, 44, 21 ]
1371 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 392, 44, 21 ]
1372 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 393, 44, 21 ]
1373 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 394, 44, 21 ]
1374 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 394, 44, 21 ]
1375 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 394, 44, 21 ]
1376 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 394, 44, 21 ]
1377 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 394, 44, 21 ]
1378 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 395, 44, 21 ]
1379 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 396, 44, 21 ]
1380 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 397, 44, 21 ]
1381 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 397, 44, 21 ]
1382 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 398, 44, 21 ]
1383 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 398, 44, 21 ]
1384 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 399, 44, 21 ]
1385 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 400, 44, 21 ]
1386 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 401, 44, 21 ]
1387 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 401, 44, 21 ]
1388 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 402, 44, 21 ]
1389 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 402, 44, 21 ]
1390 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 402, 44, 21 ]
1391 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 403, 44, 21 ]
1392 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 403, 44, 21 ]
1393 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 404, 44, 21 ]
1394 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 404, 44, 21 ]
1395 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 405, 44, 21 ]
1396 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 406, 44, 21 ]
1397 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 407, 44, 21 ]
1398 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 408, 44, 21 ]
1399 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 409, 44, 21 ]
1400 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 409, 44, 21 ]
1401 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 409, 44, 21 ]
1402 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 410, 44, 21 ]
1403 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 410, 44, 21 ]
1404 / 4950: [ 0, 1, 0, 2, 0 ], [ 0, 410, 44, 21 ]
1405 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 410, 44, 21 ]
1406 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 411, 44, 21 ]
1407 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 411, 44, 21 ]
1408 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 412, 44, 21 ]
1409 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 412, 44, 21 ]
1410 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 413, 44, 21 ]
1411 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 413, 44, 21 ]
1412 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 413, 45, 21 ]
1413 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 414, 45, 21 ]
1414 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 414, 45, 21 ]
1415 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 415, 45, 21 ]
1416 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 415, 45, 21 ]
1417 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 415, 45, 21 ]
1418 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 416, 45, 21 ]
1419 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 416, 46, 21 ]
1420 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 416, 46, 21 ]
1421 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 416, 46, 21 ]
1422 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 417, 46, 21 ]
1423 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 417, 46, 21 ]
1424 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 418, 46, 21 ]
1425 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 419, 46, 21 ]
1426 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 419, 46, 21 ]
1427 / 4950: [ 0, 2, 2, 0, 0 ], [ 0, 419, 47, 21 ]
1428 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 420, 47, 21 ]
1429 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 420, 47, 21 ]
1430 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 421, 47, 21 ]
1431 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 422, 47, 21 ]
1432 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 422, 48, 21 ]
1433 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 422, 49, 21 ]
1434 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 422, 50, 21 ]
1435 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 422, 50, 21 ]
1436 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 422, 50, 21 ]
1437 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 422, 50, 21 ]
1438 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 422, 50, 21 ]
1439 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 422, 50, 21 ]
1440 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 422, 51, 21 ]
1441 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 423, 51, 21 ]
1442 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 423, 51, 21 ]
1443 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 424, 51, 21 ]
1444 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 425, 51, 21 ]
1445 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 425, 51, 21 ]
1446 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1447 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1448 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1449 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1450 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1451 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1452 / 4950: [ 0, 2, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1453 / 4950: [ 0, 0, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1454 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1455 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1456 / 4950: [ 0, 1, 0, 1, 0 ], [ 0, 426, 51, 21 ]
1457 / 4950: [ 0, 1, 0, 1, 0 ], [ 0, 426, 51, 21 ]
1458 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 426, 51, 21 ]
1459 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 427, 51, 21 ]
1460 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 427, 51, 21 ]
1461 / 4950: [ 0, 2, 1, 0, 0 ], [ 0, 427, 51, 21 ]
1462 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 428, 51, 21 ]
1463 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 428, 51, 21 ]
1464 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 429, 51, 21 ]
1465 / 4950: [ 0, 2, 2, 0, 0 ], [ 0, 429, 52, 21 ]
1466 / 4950: [ 0, 4, 0, 0, 0 ], [ 0, 430, 52, 21 ]
1467 / 4950: [ 0, 3, 1, 0, 0 ], [ 0, 430, 53, 21 ]
1468 / 4950: [ 0, 3, 0, 0, 0 ], [ 0, 430, 53, 21 ]
1469 / 4950: [ 0, 1, 1, 0, 0 ], [ 0, 430, 53, 21 ]
1470 / 4950: [ 0, 1, 0, 0, 0 ], [ 0, 430, 53, 21 ]
